plant,split,extremeness,rank
998,train,2.4158,0.5918
999,val,3.0535,0.8475
1000,train,1.6095,0.1621
1001,val,2.2007,0.4773
1002,train,1.6216,0.1683
1003,test,4.2090,0.9809
1004,train,2.1388,0.4372
1005,train,0.7737,0.0038
1006,train,3.3648,0.9103
1007,val,2.0860,0.4075
1008,train,0.7618,0.0036
1009,train,2.0067,0.3613
1010,test,2.6769,0.7199
1011,train,2.9506,0.8165
1012,test,3.1436,0.8685
1013,test,3.7438,0.9537
1014,train,1.9330,0.3218
1015,test,2.5052,0.6374
1016,test,2.5901,0.6806
1017,train,1.6967,0.1977
1018,train,2.1533,0.4457
1019,train,1.7147,0.2055
1020,train,2.0460,0.3844
1021,train,2.2778,0.5190
1022,train,2.3317,0.5479
1023,train,1.8680,0.2865
1024,train,3.0767,0.8531
1025,train,1.3027,0.0643
1026,train,2.5505,0.6595
1027,train,1.8962,0.3022
1028,train,2.2913,0.5262
1029,test,4.3354,0.9846
1030,train,3.2836,0.8969
1031,train,2.5041,0.6368
1032,test,2.1483,0.4430
1033,train,1.5835,0.1522
1034,train,1.8180,0.2586
1035,train,2.1837,0.4678
1036,train,2.7318,0.7424
1037,train,1.5381,0.1343
1038,test,2.1653,0.4550
1039,train,1.7623,0.2309
1040,train,2.0606,0.3922
1041,test,3.3543,0.9089
1042,val,2.6658,0.7156
1043,train,2.3743,0.5700
1044,train,6.4223,0.9992
1045,train,1.5104,0.1243
1046,train,2.1275,0.4305
1047,test,3.0717,0.8521
1048,test,2.7533,0.7496
1049,train,1.7261,0.2111
1050,train,1.6091,0.1620
1051,train,2.7878,0.7625
1052,test,2.7375,0.7438
1053,train,2.9177,0.8071
1054,train,1.1529,0.0361
1055,val,2.8470,0.7828
1056,test,2.6704,0.7174
1057,test,3.1222,0.8639
1058,train,2.9663,0.8226
1059,train,1.9291,0.3191
1060,test,5.5024,0.9979
1061,train,2.9399,0.8138
1062,test,2.9568,0.8190
1063,test,3.1483,0.8698
1064,val,2.1867,0.4697
1065,test,3.4491,0.9227
1066,train,2.0294,0.3750
1067,train,1.5622,0.1437
1068,val,3.2208,0.8861
1069,train,1.3713,0.0822
1070,train,1.7658,0.2331
1071,train,2.3546,0.5609
1072,train,1.9465,0.3289
1073,val,1.8985,0.3032
1074,val,3.2140,0.8847
1075,train,2.2787,0.5194
1076,train,1.7100,0.2037
1077,train,1.9889,0.3516
1078,train,2.0166,0.3669
1079,train,1.8598,0.2822
1080,test,2.5966,0.6842
1081,val,2.5031,0.6365
1082,train,3.1934,0.8803
1083,train,1.3867,0.0857
1084,val,2.7221,0.7378
1085,train,1.4530,0.1050
1086,train,2.1299,0.4318
1087,train,1.9573,0.3347
1088,train,2.7265,0.7399
1089,train,2.7654,0.7547
1090,val,2.0179,0.3678
1091,train,2.2979,0.5298
1092,train,3.0648,0.8502
1093,train,2.1820,0.4668
1094,val,1.9426,0.3274
1095,train,2.0295,0.3753
1096,train,2.2752,0.5176
1097,train,1.7131,0.2047
1098,train,2.4691,0.6183
1099,train,1.0462,0.0223
1100,train,1.7536,0.2257
1101,test,2.3711,0.5682
1102,train,2.2210,0.4880
1103,train,3.3503,0.9081
1104,train,1.7180,0.2071
1105,train,1.8647,0.2851
1106,train,2.8214,0.7738
1107,train,1.8127,0.2558
1108,val,3.2640,0.8932
1109,test,2.6327,0.7010
1110,train,2.2135,0.4838
1111,train,1.4510,0.1043
1112,val,2.6534,0.7106
1113,test,3.2180,0.8853
1114,train,1.4513,0.1045
1115,train,1.7594,0.2291
1116,test,3.7733,0.9565
1117,train,1.4925,0.1174
1118,train,3.6655,0.9469
1119,train,2.6521,0.7100
1120,val,2.7620,0.7532
1121,train,1.7849,0.2421
1122,train,2.1168,0.4254
1123,test,2.8007,0.7661
1124,val,2.1682,0.4572
1125,train,1.9736,0.3437
1126,train,1.6764,0.1899
1127,train,2.0345,0.3784
1128,train,2.0241,0.3714
1129,test,2.5271,0.6475
1130,train,1.7487,0.2227
1131,train,1.5592,0.1424
1132,train,1.7049,0.2009
1133,train,4.0470,0.9743
1134,train,1.1694,0.0390
1135,train,2.2650,0.5122
1136,train,2.1377,0.4362
1137,val,3.1112,0.8621
1138,train,1.9890,0.3516
1139,train,1.7686,0.2345
1140,test,2.9339,0.8119
1141,train,2.1961,0.4748
1142,test,2.9606,0.8205
1143,train,3.5412,0.9349
1144,train,2.6582,0.7125
1145,train,2.3447,0.5554
1146,val,2.5512,0.6598
1147,train,2.7306,0.7416
1148,train,1.8358,0.2684
1149,val,5.1822,0.9967
1150,train,3.4780,0.9268
1151,train,2.7361,0.7436
1152,train,2.5160,0.6430
1153,train,2.7601,0.7518
1154,train,1.5752,0.1493
1155,test,2.9232,0.8093
1156,train,2.3343,0.5492
1157,test,1.8885,0.2983
1158,train,2.4348,0.6022
1159,test,2.1128,0.4233
1160,train,2.2152,0.4850
1161,train,1.7567,0.2272
1162,train,1.0837,0.0265
1163,val,3.5461,0.9355
1164,train,3.2729,0.8953
1165,test,3.7804,0.9571
1166,train,1.3370,0.0734
1167,val,2.2446,0.5016
1168,train,2.1086,0.4211
1169,train,1.4961,0.1193
1170,train,1.7346,0.2153
1171,test,2.4197,0.5940
1172,train,2.3320,0.5483
1173,train,1.6083,0.1617
1174,train,2.5761,0.6736
1175,train,2.2354,0.4972
1176,train,1.6109,0.1630
1177,train,2.5652,0.6681
1178,train,1.2613,0.0546
1179,train,2.4419,0.6066
1180,train,1.7515,0.2247
1181,test,3.1943,0.8805
1182,train,2.1829,0.4670
1183,train,3.8988,0.9667
1184,test,4.0868,0.9767
1185,train,1.8432,0.2724
1186,test,3.3664,0.9107
1187,train,2.0673,0.3964
1188,train,1.8492,0.2768
1189,val,2.2758,0.5179
1190,train,0.9533,0.0125
1191,train,1.5082,0.1231
1192,train,1.8295,0.2652
1193,train,3.5814,0.9389
1194,train,2.2344,0.4967
1195,train,1.7946,0.2477
1196,train,1.9038,0.3056
1197,train,1.7401,0.2177
1198,train,2.6519,0.7097
1199,val,3.1719,0.8756
1200,train,2.5890,0.6795
1201,val,3.4360,0.9209
1202,train,0.9988,0.0168
1203,train,1.9478,0.3297
1204,train,1.5886,0.1547
1205,train,3.3526,0.9086
1206,test,1.9557,0.3340
1207,test,3.3628,0.9100
1208,train,1.6893,0.1953
1209,train,1.2468,0.0514
1210,test,2.7034,0.7311
1211,train,3.1026,0.8599
1212,train,3.3415,0.9065
1213,val,2.6869,0.7242
1214,train,2.0212,0.3698
1215,train,1.8478,0.2758
1216,train,1.5931,0.1565
1217,train,1.7050,0.2010
1218,train,2.1538,0.4460
1219,test,2.9883,0.8299
1220,train,1.8802,0.2932
1221,train,2.2094,0.4813
1222,train,1.7222,0.2087
1223,train,4.3584,0.9855
1224,train,2.6457,0.7074
1225,train,2.1191,0.4266
1226,val,2.6355,0.7020
1227,train,1.7895,0.2447
1228,train,2.6416,0.7048
1229,train,2.3955,0.5818
1230,train,2.5812,0.6757
1231,train,1.8053,0.2522
1232,train,2.1250,0.4291
1233,train,1.3304,0.0720
1234,train,2.6699,0.7172
1235,val,3.2864,0.8973
1236,val,3.4713,0.9261
1237,train,1.0297,0.0203
1238,train,2.6234,0.6967
1239,train,2.5064,0.6383
1240,val,3.8591,0.9634
1241,test,1.5976,0.1573
1242,train,1.8330,0.2672
1243,train,3.1090,0.8617
1244,train,2.4844,0.6272
1245,train,3.1144,0.8625
1246,train,1.6678,0.1868
1247,train,1.7207,0.2083
1248,train,1.5150,0.1267
1249,val,3.2865,0.8975
1250,train,1.3423,0.0749
1251,train,5.4931,0.9977
1252,train,1.9312,0.3207
1253,train,3.9141,0.9675
1254,train,1.8551,0.2798
1255,val,2.7967,0.7655
1256,train,1.5003,0.1207
1257,train,1.8428,0.2722
1258,test,2.9640,0.8219
1259,train,1.5619,0.1435
1260,val,2.6957,0.7276
1261,test,2.0558,0.3896
1262,train,2.4799,0.6244
1263,train,2.5021,0.6362
1264,val,2.5538,0.6613
1265,test,2.9826,0.8282
1266,train,2.4343,0.6019
1267,test,2.7656,0.7549
1268,train,1.1336,0.0325
1269,train,2.3413,0.5534
1270,train,2.7308,0.7418
1271,train,2.1219,0.4280
1272,train,3.5630,0.9374
1273,train,1.9106,0.3094
1274,train,2.4184,0.5932
1275,test,1.8843,0.2960
1276,train,2.7237,0.7385
1277,test,1.8761,0.2904
1278,train,2.3125,0.5384
1279,train,1.6190,0.1671
1280,train,1.5233,0.1296
1281,train,1.2170,0.0456
1282,train,2.0488,0.3860
1283,test,3.4409,0.9214
1284,val,2.2805,0.5206
1285,train,2.9013,0.8009
1286,test,2.2879,0.5245
1287,test,1.9377,0.3243
1288,val,3.5441,0.9352
1289,train,2.8126,0.7708
1290,test,2.4408,0.6055
1291,train,1.9347,0.3229
1292,train,1.8148,0.2568
1293,train,2.0686,0.3972
1294,test,2.5575,0.6636
1295,val,2.8356,0.7785
1296,train,1.1422,0.0339
1297,train,1.5490,0.1387
1298,train,2.0826,0.4055
1299,train,2.5510,0.6598
1300,train,3.0797,0.8541
1301,train,1.7548,0.2263
1302,train,2.0785,0.4027
1303,train,1.5788,0.1503
1304,train,1.2518,0.0523
1305,train,2.3444,0.5553
1306,train,1.5653,0.1449
1307,test,5.4138,0.9975
1308,train,2.2796,0.5200
1309,train,0.9123,0.0097
1310,train,1.7028,0.1998
1311,train,1.2971,0.0629
1312,train,2.4070,0.5873
1313,val,4.2502,0.9825
1314,train,1.3635,0.0805
1315,test,2.9217,0.8088
1316,train,2.1503,0.4440
1317,train,2.6803,0.7215
1318,train,2.0634,0.3935
1319,train,2.1701,0.4586
1320,train,1.1468,0.0347
1321,train,2.3586,0.5629
1322,train,2.3435,0.5544
1323,train,1.3591,0.0793
1324,test,3.0205,0.8383
1325,train,1.0708,0.0251
1326,val,2.2155,0.4851
1327,train,2.0398,0.3816
1328,train,2.1690,0.4577
1329,train,2.7597,0.7513
1330,test,2.7457,0.7469
1331,train,2.3510,0.5588
1332,test,3.1255,0.8645
1333,train,1.9960,0.3554
1334,val,2.5642,0.6672
1335,train,1.7872,0.2433
1336,train,2.2768,0.5184
1337,train,2.1153,0.4246
1338,train,1.9503,0.3310
1339,train,2.5869,0.6785
1340,train,2.6795,0.7212
1341,train,2.2324,0.4957
1342,train,3.7300,0.9528
1343,train,2.1552,0.4478
1344,test,2.0025,0.3594
1345,train,0.6683,0.0016
1346,val,3.5318,0.9333
1347,train,2.8393,0.7803
1348,test,3.1328,0.8657
1349,val,2.2063,0.4801
1350,val,2.5974,0.6848
1351,train,2.2853,0.5228
1352,val,2.2980,0.5298
1353,val,2.5814,0.6758
1354,train,1.4612,0.1077
1355,train,2.0764,0.4012
1356,train,2.2391,0.4989
1357,train,1.0345,0.0209
1358,train,1.5110,0.1249
1359,test,2.2579,0.5082
1360,train,1.1233,0.0312
1361,train,1.2600,0.0544
1362,test,4.4627,0.9881
1363,train,1.7876,0.2435
1364,train,1.9144,0.3110
1365,train,1.1403,0.0333
1366,train,2.1109,0.4225
1367,train,2.1582,0.4506
1368,train,1.8378,0.2694
1369,train,1.4424,0.1021
1370,train,2.6025,0.6872
1371,train,2.0875,0.4083
1372,val,2.9832,0.8286
1373,train,2.0667,0.3958
1374,train,1.8007,0.2508
1375,train,2.1295,0.4316
1376,train,2.5393,0.6546
1377,train,2.1407,0.4384
1378,train,1.9396,0.3256
1379,train,2.2481,0.5032
1380,train,2.0003,0.3581
1381,train,1.5595,0.1426
1382,val,3.6353,0.9438
1383,test,2.2988,0.5302
1384,train,1.9762,0.3448
1385,train,3.1279,0.8651
1386,train,1.8575,0.2808
1387,val,2.3745,0.5701
1388,train,1.4429,0.1022
1389,train,3.4432,0.9217
1390,val,3.0440,0.8452
1391,train,3.1493,0.8702
1392,test,3.7593,0.9551
1393,test,2.9632,0.8216
1394,test,2.5299,0.6486
1395,train,2.0137,0.3648
1396,train,2.1436,0.4397
1397,train,2.5672,0.6692
1398,train,2.2763,0.5181
1399,val,3.3876,0.9145
1400,test,2.3118,0.5378
1401,train,3.3013,0.8997
1402,train,1.6863,0.1935
1403,train,2.5913,0.6813
1404,val,1.9681,0.3409
1405,test,2.3617,0.5646
1406,train,1.7270,0.2117
1407,train,1.3058,0.0656
1408,train,2.2122,0.4829
1409,train,1.5452,0.1375
1410,train,2.4063,0.5869
1411,val,3.2236,0.8864
1412,train,0.9636,0.0135
1413,train,2.1587,0.4510
1414,train,1.6124,0.1639
1415,test,3.4454,0.9221
1416,train,1.9331,0.3218
1417,test,2.6444,0.7064
1418,val,1.9895,0.3520
1419,train,1.1778,0.0404
1420,train,1.4092,0.0915
1421,val,3.1410,0.8677
1422,test,2.3142,0.5395
1423,test,2.4465,0.6088
1424,val,2.6919,0.7264
1425,train,1.0263,0.0197
1426,train,2.2964,0.5292
1427,train,2.3142,0.5394
1428,train,1.7879,0.2439
1429,train,1.2832,0.0597
1430,train,2.9629,0.8215
1431,train,1.5192,0.1283
1432,train,1.2096,0.0445
1433,test,3.4606,0.9246
1434,val,2.6638,0.7147
1435,train,1.5617,0.1434
1436,test,2.5990,0.6856
1437,train,1.6860,0.1934
1438,test,2.1880,0.4703
1439,test,2.9203,0.8082
1440,train,1.8717,0.2879
1441,train,4.2568,0.9827
1442,train,1.7476,0.2219
1443,train,2.4657,0.6168
1444,train,2.0639,0.3938
1445,train,2.3511,0.5589
1446,train,1.8878,0.2977
1447,train,0.8489,0.0066
1448,train,2.8484,0.7835
1449,train,1.7874,0.2433
1450,train,1.8462,0.2746
1451,train,0.8191,0.0053
1452,val,2.9788,0.8270
1453,train,1.8691,0.2868
1454,val,3.5039,0.9297
1455,train,1.8787,0.2918
1456,train,1.9420,0.3270
1457,train,2.5760,0.6736
1458,train,1.8479,0.2760
1459,train,2.6267,0.6983
1460,train,0.8575,0.0069
1461,train,2.6858,0.7236
1462,val,2.4942,0.6312
1463,train,2.0177,0.3675
1464,train,1.8901,0.2989
1465,train,1.5085,0.1233
1466,train,1.8306,0.2656
1467,train,1.6055,0.1606
1468,test,2.3699,0.5678
1469,val,2.1953,0.4742
1470,train,2.2625,0.5102
1471,train,3.7214,0.9519
1472,train,3.7188,0.9516
1473,test,4.0734,0.9761
1474,train,1.6002,0.1583
1475,val,2.1592,0.4516
1476,train,1.4602,0.1075
1477,train,2.9527,0.8173
1478,val,2.4165,0.5922
1479,val,4.2447,0.9821
1480,train,1.7508,0.2241
1481,val,2.8955,0.7992
1482,train,1.9741,0.3441
1483,test,4.7044,0.9917
1484,train,1.1794,0.0405
1485,train,1.6235,0.1691
1486,train,3.7193,0.9517
1487,train,1.9320,0.3212
1488,train,2.1689,0.4576
1489,train,1.8263,0.2630
1490,train,1.2551,0.0529
1491,train,2.8978,0.7998
1492,train,2.6895,0.7252
1493,test,2.8403,0.7808
1494,train,2.6023,0.6870
1495,test,3.2714,0.8951
1496,train,2.5434,0.6563
1497,train,2.6219,0.6963
1498,val,2.8162,0.7718
1499,train,1.5523,0.1399
1500,train,1.8906,0.2993
1501,train,4.0555,0.9747
1502,test,2.2911,0.5261
1503,train,1.8902,0.2990
1504,val,3.1379,0.8669
1505,test,2.7021,0.7306
1506,val,2.9354,0.8123
1507,train,1.9302,0.3197
1508,val,2.2237,0.4899
1509,test,3.2944,0.8983
1510,train,1.8202,0.2597
1511,test,2.3220,0.5432
1512,train,2.3487,0.5574
1513,train,1.4251,0.0958
1514,val,3.8613,0.9637
1515,train,1.5338,0.1332
1516,train,1.4090,0.0915
1517,train,1.6303,0.1715
1518,val,2.5697,0.6710
1519,val,2.3072,0.5348
1520,train,2.3139,0.5392
1521,train,2.3060,0.5337
1522,test,2.7194,0.7368
1523,test,3.5065,0.9299
1524,val,2.8660,0.7891
1525,train,1.8708,0.2874
1526,train,2.7280,0.7405
1527,test,2.8945,0.7989
1528,test,2.5523,0.6606
1529,val,2.8257,0.7755
1530,train,3.6747,0.9477
1531,train,2.1748,0.4628
1532,train,1.4128,0.0926
1533,train,4.0128,0.9726
1534,val,2.4138,0.5908
1535,train,2.0333,0.3776
1536,train,2.5565,0.6632
1537,train,1.9954,0.3552
1538,train,2.3591,0.5632
1539,train,2.7513,0.7490
1540,train,1.9628,0.3372
1541,train,1.1627,0.0381
1542,train,1.2985,0.0634
1543,train,1.6506,0.1795
1544,train,1.6852,0.1931
1545,train,1.6583,0.1830
1546,test,3.2734,0.8953
1547,val,2.7300,0.7414
1548,train,1.9308,0.3202
1549,train,2.6693,0.7171
1550,test,2.9055,0.8025
1551,train,1.5086,0.1234
1552,test,2.1917,0.4722
1553,test,2.5182,0.6440
1554,test,4.2443,0.9821
1555,train,3.5820,0.9390
1556,train,1.9965,0.3556
1557,train,1.9541,0.3330
1558,train,1.8556,0.2800
1559,train,3.1588,0.8723
1560,test,3.0877,0.8555
1561,train,2.0115,0.3637
1562,val,2.9463,0.8153
1563,train,3.2409,0.8894
1564,test,3.5154,0.9311
1565,train,1.8004,0.2506
1566,train,2.3813,0.5742
1567,train,2.1507,0.4442
1568,train,1.9098,0.3092
1569,train,2.4536,0.6112
1570,val,2.7309,0.7420
1571,test,2.3493,0.5577
1572,train,2.1311,0.4324
1573,train,2.8218,0.7741
1574,train,1.7409,0.2181
1575,test,2.4504,0.6101
1576,val,1.9062,0.3066
1577,train,1.0448,0.0221
1578,test,5.3698,0.9973
1579,train,3.2435,0.8900
1580,train,2.6037,0.6876
1581,test,1.7232,0.2097
1582,train,2.2858,0.5231
1583,test,1.8782,0.2915
1584,train,1.6139,0.1645
1585,train,2.1000,0.4162
1586,test,2.1707,0.4593
1587,train,1.5767,0.1495
1588,train,1.7183,0.2073
1589,test,2.3378,0.5512
1590,val,2.2221,0.4891
1591,train,2.4663,0.6170
1592,train,1.8141,0.2565
1593,train,1.7919,0.2459
1594,train,1.7886,0.2443
1595,train,3.1340,0.8661
1596,train,2.3365,0.5506
1597,val,2.5594,0.6646
1598,train,1.7553,0.2266
1599,train,2.5515,0.6600
1600,train,2.5688,0.6704
1601,train,4.7989,0.9934
1602,train,1.7968,0.2485
1603,train,1.4217,0.0948
1604,train,1.8346,0.2679
1605,train,2.1557,0.4482
1606,train,1.7981,0.2491
1607,train,2.6138,0.6922
1608,train,3.9606,0.9701
1609,test,2.4285,0.5988
1610,val,1.9467,0.3291
1611,val,2.3884,0.5782
1612,val,2.3817,0.5744
1613,train,1.7387,0.2173
1614,train,3.0384,0.8435
1615,train,2.1835,0.4675
1616,test,3.8663,0.9639
1617,train,2.4096,0.5886
1618,train,1.8896,0.2986
1619,train,1.2753,0.0576
1620,train,2.1734,0.4615
1621,train,2.2693,0.5143
1622,train,1.9697,0.3417
1623,test,2.1565,0.4487
1624,val,2.6423,0.7052
1625,val,4.2764,0.9831
1626,train,0.6706,0.0017
1627,train,2.3753,0.5708
1628,train,2.3507,0.5586
1629,train,2.1693,0.4580
1630,test,2.4449,0.6082
1631,train,2.2302,0.4942
1632,test,2.0815,0.4048
1633,train,3.4531,0.9235
1634,train,1.3548,0.0782
1635,test,4.3504,0.9852
1636,test,2.3316,0.5478
1637,test,2.2955,0.5286
1638,train,2.7165,0.7354
1639,val,2.4372,0.6032
1640,test,4.0886,0.9768
1641,val,2.8605,0.7870
1642,val,2.7014,0.7304
1643,test,2.0805,0.4042
1644,train,2.5726,0.6720
1645,train,0.8913,0.0087
1646,train,3.2353,0.8883
1647,val,3.2360,0.8885
1648,train,1.8202,0.2598
1649,train,2.3742,0.5699
1650,train,1.4580,0.1069
1651,train,2.1344,0.4340
1652,train,2.4968,0.6326
1653,train,1.7314,0.2137
1654,train,2.6457,0.7073
1655,train,0.8885,0.0085
1656,train,2.4037,0.5863
1657,val,2.1843,0.4682
1658,val,2.1253,0.4294
1659,train,1.9651,0.3389
1660,train,1.7535,0.2257
1661,test,2.8298,0.7768
1662,test,2.4570,0.6128
1663,train,1.9117,0.3102
1664,val,3.1100,0.8619
1665,test,3.2331,0.8879
1666,train,2.3882,0.5780
1667,train,2.2294,0.4936
1668,train,3.5222,0.9323
1669,train,1.5737,0.1487
1670,train,1.5234,0.1298
1671,val,3.2924,0.8981
1672,train,1.7295,0.2127
1673,train,2.2021,0.4782
1674,test,2.9803,0.8278
1675,train,1.9078,0.3078
1676,train,1.8048,0.2519
1677,train,1.7908,0.2454
1678,val,4.0054,0.9724
1679,train,1.5015,0.1209
1680,test,2.0261,0.3730
1681,test,2.6044,0.6880
1682,test,3.9884,0.9718
1683,train,1.9473,0.3294
1684,train,3.1078,0.8613
1685,train,2.1975,0.4756
1686,train,1.9511,0.3313
1687,val,2.1849,0.4686
1688,train,0.9740,0.0145
1689,train,1.3868,0.0858
1690,val,2.2143,0.4843
1691,train,2.1091,0.4214
1692,train,1.8503,0.2776
1693,train,1.6305,0.1717
1694,train,1.7698,0.2351
1695,train,2.4839,0.6269
1696,train,2.5670,0.6692
1697,val,3.0462,0.8460
1698,train,2.3387,0.5518
1699,train,2.1739,0.4620
1700,train,1.8226,0.2611
1701,train,2.7502,0.7486
1702,train,1.1722,0.0394
1703,train,1.7734,0.2369
1704,test,3.2007,0.8818
1705,train,2.3232,0.5439
1706,train,2.8367,0.7788
1707,val,2.7268,0.7400
1708,train,1.8709,0.2875
1709,val,2.5521,0.6604
1710,train,1.6365,0.1735
1711,train,2.2439,0.5014
1712,test,3.2801,0.8963
1713,train,0.9885,0.0160
1714,train,2.5914,0.6814
1715,train,2.1996,0.4767
1716,train,3.5186,0.9317
1717,val,3.2985,0.8991
1718,train,2.6721,0.7181
1719,train,2.7190,0.7366
1720,train,1.5870,0.1540
1721,train,0.7680,0.0037
1722,train,1.7911,0.2455
1723,test,2.5636,0.6669
1724,train,3.0614,0.8491
1725,train,2.3960,0.5824
1726,train,1.7053,0.2012
1727,train,2.1312,0.4325
1728,test,2.1824,0.4670
1729,train,1.4260,0.0961
1730,val,3.3880,0.9147
1731,train,2.5264,0.6472
1732,val,2.5232,0.6456
1733,train,1.9030,0.3052
1734,train,2.4158,0.5919
1735,test,2.3666,0.5662
1736,train,1.5489,0.1387
1737,train,1.7683,0.2343
1738,train,2.2411,0.4996
1739,val,2.6450,0.7066
1740,test,2.1142,0.4240
1741,test,2.2442,0.5014
1742,train,2.5368,0.6533
1743,val,3.0761,0.8529
1744,train,1.3795,0.0841
1745,train,1.6347,0.1729
1746,train,2.2549,0.5066
1747,train,1.8621,0.2836
1748,train,1.1377,0.0330
1749,train,1.1671,0.0386
1750,train,2.0898,0.4094
1751,train,1.8920,0.2998
1752,train,1.6427,0.1761
1753,train,1.1186,0.0305
1754,train,4.0008,0.9721
1755,train,2.4422,0.6068
1756,train,2.4780,0.6235
1757,train,2.0530,0.3884
1758,train,1.0270,0.0199
1759,test,1.9832,0.3483
1760,train,2.5858,0.6779
1761,train,2.6441,0.7062
1762,train,1.3454,0.0757
1763,test,4.5419,0.9897
1764,train,2.0651,0.3946
1765,train,2.4311,0.6002
1766,train,2.9955,0.8315
1767,train,2.5101,0.6398
1768,train,1.2203,0.0463
1769,test,3.3352,0.9058
1770,train,1.4245,0.0952
1771,train,2.6002,0.6863
1772,train,1.5088,0.1235
1773,train,2.2577,0.5080
1774,test,3.8284,0.9612
1775,test,2.4974,0.6331
1776,train,1.9091,0.3086
1777,val,3.3287,0.9043
1778,train,2.7003,0.7299
1779,val,4.0438,0.9743
1780,test,4.5302,0.9895
1781,train,2.1379,0.4366
1782,val,2.6219,0.6962
1783,test,2.4114,0.5894
1784,test,2.0266,0.3734
1785,val,3.6585,0.9461
1786,val,3.6244,0.9429
1787,train,1.3647,0.0809
1788,val,2.5003,0.6349
1789,train,2.2122,0.4830
1790,test,2.4294,0.5995
1791,train,1.9020,0.3050
1792,val,4.1960,0.9806
1793,train,2.2561,0.5075
1794,train,1.3527,0.0776
1795,val,2.3959,0.5821
1796,train,2.4769,0.6222
1797,test,1.9334,0.3220
1798,train,2.4962,0.6323
1799,train,2.8106,0.7700
1800,val,2.2290,0.4932
1801,train,2.5250,0.6462
1802,train,1.3651,0.0811
1803,train,2.4496,0.6099
